"BFS",3294,3137,228336,
"BFS",3294,3137,241848,
"BFS",3294,3137,310997,
"BFS",3294,3137,245261,
"BFS",3294,3137,276569,
"BFS",7340,7506,2992164,
"Dijkstra Backtracking SB",309,2727304237676,10,4,1,
"BFS",25,42,0,
"BFS",25,42,1,
"Floyd-pre",25,42,0,
